Article,Vital_Level,Vital_Category,Level_Quota,SubPage_Quota
Xianyang,5,Cities,5200,2000
Xining,5,Cities,5200,2000
Ya'an,5,Cities,5200,2000
Yakutsk,5,Cities,5200,2000
Yamagata (city),5,Cities,5200,2000
Yan'an,5,Cities,5200,2000
Yaroslavl,5,Cities,5200,2000
Yasuj,5,Cities,5200,2000
Yazd,5,Cities,5200,2000
Yeosu,5,Cities,5200,2000
Yinchuan,5,Cities,5200,2000
Yokosuka,5,Cities,5200,2000
Yongin,5,Cities,5200,2000
Zadar,5,Cities,5200,2000
Zahedan,5,Cities,5200,2000
Zamboanga City,5,Cities,5200,2000
"Zanjan, Iran",5,Cities,5200,2000
Zarqa,5,Cities,5200,2000
Zigong,5,Cities,5200,2000
Zunyi,5,Cities,5200,2000
İskenderun,5,Cities,5200,2000
Ōita (city),5,Cities,5200,2000
Ōtsu,5,Cities,5200,2000
Ḥaʼil,5,Cities,5200,2000
A Coruña,5,Cities,5200,2000
Aachen,5,Cities,5200,2000
Aalborg,5,Cities,5200,2000
Aarhus,5,Cities,5200,2000
Aberdeen,5,Cities,5200,2000
Aix-en-Provence,5,Cities,5200,2000
Ajaccio,5,Cities,5200,2000
Alcalá de Henares,5,Cities,5200,2000
Alicante,5,Cities,5200,2000
Alice Springs,5,Cities,5200,2000
Almería,5,Cities,5200,2000
Amiens,5,Cities,5200,2000
Amundsen–Scott South Pole Station,5,Cities,5200,2000
Anderlecht,5,Cities,5200,2000
Andorra la Vella,5,Cities,5200,2000
Angers,5,Cities,5200,2000
Annecy,5,Cities,5200,2000
Apia,5,Cities,5200,2000
"Arawa, Bougainville",5,Cities,5200,2000
Augsburg,5,Cities,5200,2000
Avignon,5,Cities,5200,2000
Bari,5,Cities,5200,2000
Basel,5,Cities,5200,2000
Bergamo,5,Cities,5200,2000
Bergen,5,Cities,5200,2000
Bern,5,Cities,5200,2000
Besançon,5,Cities,5200,2000
Bielefeld,5,Cities,5200,2000
Bilbao,5,Cities,5200,2000
Bochum,5,Cities,5200,2000
Bologna,5,Cities,5200,2000
Bolzano,5,Cities,5200,2000
Bonn,5,Cities,5200,2000
Bournemouth,5,Cities,5200,2000
Bradford,5,Cities,5200,2000
Braga,5,Cities,5200,2000
Braunschweig,5,Cities,5200,2000
Bremen,5,Cities,5200,2000
Brescia,5,Cities,5200,2000
"Brest, France",5,Cities,5200,2000
Brighton,5,Cities,5200,2000
Bristol,5,Cities,5200,2000
Bruges,5,Cities,5200,2000
Caen,5,Cities,5200,2000
Cagliari,5,Cities,5200,2000
Cairns,5,Cities,5200,2000
Calais,5,Cities,5200,2000
Cambridge,5,Cities,5200,2000
Canberra,5,Cities,5200,2000
Cannes,5,Cities,5200,2000
Canterbury,5,Cities,5200,2000
"Cartagena, Spain",5,Cities,5200,2000
Catania,5,Cities,5200,2000
Ceuta,5,Cities,5200,2000
Charleroi,5,Cities,5200,2000
Chemnitz,5,Cities,5200,2000
Cherkasy,5,Cities,5200,2000
Chernihiv,5,Cities,5200,2000
Chernivtsi,5,Cities,5200,2000
Christchurch,5,Cities,5200,2000
City of Brussels,5,Cities,5200,2000
City of London,5,Cities,5200,2000
City of Westminster,5,Cities,5200,2000
Clermont-Ferrand,5,Cities,5200,2000
Coimbra,5,Cities,5200,2000
Complexo do Alemão,5,Cities,5200,2000
Corfu (city),5,Cities,5200,2000
Cork (city),5,Cities,5200,2000
Coventry,5,Cities,5200,2000
Cádiz,5,Cities,5200,2000
"Córdoba, Spain",5,Cities,5200,2000
"Darwin, Northern Territory",5,Cities,5200,2000
Daugavpils,5,Cities,5200,2000
Delft,5,Cities,5200,2000
Derby,5,Cities,5200,2000
Derry,5,Cities,5200,2000
Dijon,5,Cities,5200,2000
Dortmund,5,Cities,5200,2000
Dover,5,Cities,5200,2000
Duisburg,5,Cities,5200,2000
Dundee,5,Cities,5200,2000
Eindhoven,5,Cities,5200,2000
Elche,5,Cities,5200,2000
Erfurt,5,Cities,5200,2000
Essen,5,Cities,5200,2000
Ferrara,5,Cities,5200,2000
Foggia,5,Cities,5200,2000
Forlì,5,Cities,5200,2000
Freiburg im Breisgau,5,Cities,5200,2000
Funafuti,5,Cities,5200,2000
Funchal,5,Cities,5200,2000
Galway,5,Cities,5200,2000
Ghajar,5,Cities,5200,2000
Ghent,5,Cities,5200,2000
Gijón,5,Cities,5200,2000
"Gold Coast, Queensland",5,Cities,5200,2000
Gothenburg,5,Cities,5200,2000
Granada,5,Cities,5200,2000
Graz,5,Cities,5200,2000
Grenoble,5,Cities,5200,2000
Groningen,5,Cities,5200,2000
Halle (Saale),5,Cities,5200,2000
Hanover,5,Cities,5200,2000
Heraklion,5,Cities,5200,2000
Hobart,5,Cities,5200,2000
Honiara,5,Cities,5200,2000
Innsbruck,5,Cities,5200,2000
Inverness,5,Cities,5200,2000
Ioannina,5,Cities,5200,2000
Ivano-Frankivsk,5,Cities,5200,2000
Jerez de la Frontera,5,Cities,5200,2000
Karlsruhe,5,Cities,5200,2000
Kassel,5,Cities,5200,2000
Kaunas,5,Cities,5200,2000
Kherson,5,Cities,5200,2000
Khmelnytskyi,5,Cities,5200,2000
Kiel,5,Cities,5200,2000
Kingston upon Hull,5,Cities,5200,2000
Klagenfurt am Wörthersee,5,Cities,5200,2000
Klaipėda,5,Cities,5200,2000
Koror (city),5,Cities,5200,2000
Krefeld,5,Cities,5200,2000
Kryvyi Rih,5,Cities,5200,2000
Kutupalong refugee camp,5,Cities,5200,2000
Lae,5,Cities,5200,2000
Las Palmas,5,Cities,5200,2000
"Latina, Lazio",5,Cities,5200,2000
Lausanne,5,Cities,5200,2000
Le Havre,5,Cities,5200,2000
Le Mans,5,Cities,5200,2000
Leicester,5,Cities,5200,2000
Leipzig,5,Cities,5200,2000
Liepāja,5,Cities,5200,2000
Lille,5,Cities,5200,2000
Limerick,5,Cities,5200,2000
Limoges,5,Cities,5200,2000
Linköping,5,Cities,5200,2000
Linz,5,Cities,5200,2000
Livorno,5,Cities,5200,2000
Liège,5,Cities,5200,2000
Ljubljana,5,Cities,5200,2000
Longyearbyen,5,Cities,5200,2000
Lucerne,5,Cities,5200,2000
Luhansk,5,Cities,5200,2000
Luton,5,Cities,5200,2000
Luxembourg City,5,Cities,5200,2000
Lübeck,5,Cities,5200,2000
Magdeburg,5,Cities,5200,2000
Mainz,5,Cities,5200,2000
Majuro,5,Cities,5200,2000
Malmö,5,Cities,5200,2000
Mannheim,5,Cities,5200,2000
Mantua,5,Cities,5200,2000
Mariupol,5,Cities,5200,2000
McMurdo Station,5,Cities,5200,2000
Mdina,5,Cities,5200,2000
Melilla,5,Cities,5200,2000
Messina,5,Cities,5200,2000
Metz,5,Cities,5200,2000
Milton Keynes,5,Cities,5200,2000
Modena,5,Cities,5200,2000
Monte Carlo,5,Cities,5200,2000
Montpellier,5,Cities,5200,2000
Monza,5,Cities,5200,2000
Mulhouse,5,Cities,5200,2000
Murcia,5,Cities,5200,2000
Mykolaiv,5,Cities,5200,2000
Málaga,5,Cities,5200,2000
Mönchengladbach,5,Cities,5200,2000
Münster,5,Cities,5200,2000
Namche Bazaar,5,Cities,5200,2000
Namur,5,Cities,5200,2000
"Nancy, France",5,Cities,5200,2000
"Newcastle, New South Wales",5,Cities,5200,2000
Newcastle upon Tyne,5,Cities,5200,2000
"Newport, Wales",5,Cities,5200,2000
Nijmegen,5,Cities,5200,2000
Northampton,5,Cities,5200,2000
Norwich,5,Cities,5200,2000
Nottingham,5,Cities,5200,2000
Nouméa,5,Cities,5200,2000
Novara,5,Cities,5200,2000
Nukuʻalofa,5,Cities,5200,2000
Nîmes,5,Cities,5200,2000
Odense,5,Cities,5200,2000
Orléans,5,Cities,5200,2000
Oulu,5,Cities,5200,2000
Oviedo,5,Cities,5200,2000
Oxford,5,Cities,5200,2000
Padua,5,Cities,5200,2000
Palikir,5,Cities,5200,2000
Palma de Mallorca,5,Cities,5200,2000
Pamplona,5,Cities,5200,2000
Papeete,5,Cities,5200,2000
Parma,5,Cities,5200,2000
Patras,5,Cities,5200,2000
Perpignan,5,Cities,5200,2000
Perugia,5,Cities,5200,2000
Pescara,5,Cities,5200,2000
Piacenza,5,Cities,5200,2000
Piraeus,5,Cities,5200,2000
Pisa,5,Cities,5200,2000
Plymouth,5,Cities,5200,2000
Podgorica,5,Cities,5200,2000
Poitiers,5,Cities,5200,2000
Poltava,5,Cities,5200,2000
Ponta Delgada,5,Cities,5200,2000
Port Moresby,5,Cities,5200,2000
Port Vila,5,Cities,5200,2000
Portsmouth,5,Cities,5200,2000
Potsdam,5,Cities,5200,2000
Prato,5,Cities,5200,2000
Pristina,5,Cities,5200,2000
Ravenna,5,Cities,5200,2000
"Reading, Berkshire",5,Cities,5200,2000
Reggio Calabria,5,Cities,5200,2000
Reggio Emilia,5,Cities,5200,2000
Reims,5,Cities,5200,2000
Rennes,5,Cities,5200,2000
Reykjavík,5,Cities,5200,2000
Rhodes (city),5,Cities,5200,2000
Rimini,5,Cities,5200,2000
Rivne,5,Cities,5200,2000
Rostock,5,Cities,5200,2000
Rouen,5,Cities,5200,2000
Saarbrücken,5,Cities,5200,2000
Sabadell,5,Cities,5200,2000
"Saint-Denis, Seine-Saint-Denis",5,Cities,5200,2000
Saint-Étienne,5,Cities,5200,2000
Salamanca,5,Cities,5200,2000
Salerno,5,Cities,5200,2000
Salzburg,5,Cities,5200,2000
San Sebastián,5,Cities,5200,2000
Santa Cruz de Tenerife,5,Cities,5200,2000
Schaerbeek,5,Cities,5200,2000
Schwerin,5,Cities,5200,2000
Sevastopol,5,Cities,5200,2000
Shebaa Farms,5,Cities,5200,2000
Sheffield,5,Cities,5200,2000
"Shirakawa, Gifu (village)",5,Cities,5200,2000
Siena,5,Cities,5200,2000
Simferopol,5,Cities,5200,2000
Skopje,5,Cities,5200,2000
South Tarawa,5,Cities,5200,2000
Southampton,5,Cities,5200,2000
Stavanger,5,Cities,5200,2000
Stoke-on-Trent,5,Cities,5200,2000
Sumy,5,Cities,5200,2000
Sunderland,5,Cities,5200,2000
"Sunshine Coast, Queensland",5,Cities,5200,2000
Suva,5,Cities,5200,2000
Swansea,5,Cities,5200,2000
Tampere,5,Cities,5200,2000
Taranto,5,Cities,5200,2000
Tartu,5,Cities,5200,2000
Terni,5,Cities,5200,2000
Terrassa,5,Cities,5200,2000
Thessaloniki,5,Cities,5200,2000
Tilburg,5,Cities,5200,2000
"Toledo, Spain",5,Cities,5200,2000
Toulon,5,Cities,5200,2000
Tours,5,Cities,5200,2000
Trento,5,Cities,5200,2000
Trieste,5,Cities,5200,2000
Tromsø,5,Cities,5200,2000
Trondheim,5,Cities,5200,2000
Turku,5,Cities,5200,2000
Tórshavn,5,Cities,5200,2000
Umeå,5,Cities,5200,2000
Uppsala,5,Cities,5200,2000
Utrecht,5,Cities,5200,2000
Vaduz,5,Cities,5200,2000
Valladolid,5,Cities,5200,2000
Valletta,5,Cities,5200,2000
Verona,5,Cities,5200,2000
"Versailles, Yvelines",5,Cities,5200,2000
Vicenza,5,Cities,5200,2000
Vichy,5,Cities,5200,2000
Vigo,5,Cities,5200,2000
Villa Las Estrellas,5,Cities,5200,2000
Vinnytsia,5,Cities,5200,2000
Vitoria-Gasteiz,5,Cities,5200,2000
Weimar,5,Cities,5200,2000
Wellington,5,Cities,5200,2000
Wiesbaden,5,Cities,5200,2000
Wollongong,5,Cities,5200,2000
Wuppertal,5,Cities,5200,2000
Yaren District,5,Cities,5200,2000
York,5,Cities,5200,2000
Zaporizhzhia,5,Cities,5200,2000
Zhytomyr,5,Cities,5200,2000
A Brief History of Time,5,Arts,3700,3700
A Study of History,5,Arts,3700,3700
A Vindication of the Rights of Woman,5,Arts,3700,3700
Aachen Cathedral,5,Arts,3700,3700
Abu Simbel,5,Arts,3700,3700
Adventure fiction,5,Arts,3700,3700
Ajanta Caves,5,Arts,3700,3700
Al-Aqsa Mosque,5,Arts,3700,3700
Alexanderplatz,5,Arts,3700,3700
Alexiad,5,Arts,3700,3700
Almagest,5,Arts,3700,3700
Almanac,5,Arts,3700,3700
Alternate history,5,Arts,3700,3700
American Standard Version,5,Arts,3700,3700
American literature,5,Arts,3700,3700
An Enquiry Concerning Human Understanding,5,Arts,3700,3700
An Essay on the Principle of Population,5,Arts,3700,3700
Ancient literature,5,Arts,3700,3700
Annals (Tacitus),5,Arts,3700,3700
Antagonist,5,Arts,3700,3700
Anthropomorphism,5,Arts,3700,3700
Antihero,5,Arts,3700,3700
Antiquities of the Jews,5,Arts,3700,3700
Aphorism,5,Arts,3700,3700
Apocalyptic and post-apocalyptic fiction,5,Arts,3700,3700
Archbasilica of Saint John Lateran,5,Arts,3700,3700
Architectural style,5,Arts,3700,3700
Architecture in the United States,5,Arts,3700,3700
Architecture of Africa,5,Arts,3700,3700
Architecture of Australia,5,Arts,3700,3700
Architecture of Germany,5,Arts,3700,3700
Architecture of Israel,5,Arts,3700,3700
Architecture of Russia,5,Arts,3700,3700
Architecture of Turkey,5,Arts,3700,3700
Architecture of the Netherlands,5,Arts,3700,3700
Architecture of the Song dynasty,5,Arts,3700,3700
Architecture of the United Kingdom,5,Arts,3700,3700
Area (architecture),5,Arts,3700,3700
Arg-e Bam,5,Arts,3700,3700
Art Gallery of Ontario,5,Arts,3700,3700
Art Institute of Chicago,5,Arts,3700,3700
Art gallery,5,Arts,3700,3700
Art museum,5,Arts,3700,3700
Art school,5,Arts,3700,3700
Art world,5,Arts,3700,3700
Arthashastra,5,Arts,3700,3700
Auditorium,5,Arts,3700,3700
Australian literature,5,Arts,3700,3700
Austrian literature,5,Arts,3700,3700
Author,5,Arts,3700,3700
Aztec architecture,5,Arts,3700,3700
Aït Benhaddou,5,Arts,3700,3700
Baburnama,5,Arts,3700,3700
Badshahi Mosque,5,Arts,3700,3700
Bagan,5,Arts,3700,3700
Beat Generation,5,Arts,3700,3700
Belgian literature,5,Arts,3700,3700
"Belvedere, Vienna",5,Arts,3700,3700
Bengali literature,5,Arts,3700,3700
Bestiary,5,Arts,3700,3700
Beyond Good and Evil,5,Arts,3700,3700
Bibliography,5,Arts,3700,3700
Bibliotheca Alexandrina,5,Arts,3700,3700
Big Ben,5,Arts,3700,3700
Bildungsroman,5,Arts,3700,3700
Black Stone,5,Arts,3700,3700
Blackitude Museum,5,Arts,3700,3700
Bolshoi Ballet,5,Arts,3700,3700
Book of Common Prayer (1662),5,Arts,3700,3700
Book of Documents,5,Arts,3700,3700
Book of Rites,5,Arts,3700,3700
Book of the Dead,5,Arts,3700,3700
Boys' love,5,Arts,3700,3700
Brandenburg Gate,5,Arts,3700,3700
Brihadisvara Temple,5,Arts,3700,3700
British literature,5,Arts,3700,3700
Brutalist architecture,5,Arts,3700,3700
Buckingham Palace,5,Arts,3700,3700
Buddhist architecture,5,Arts,3700,3700
Built environment,5,Arts,3700,3700
Burj Al Arab,5,Arts,3700,3700
Buttress,5,Arts,3700,3700
Byzantine literature,5,Arts,3700,3700
CN Tower,5,Arts,3700,3700
California Academy of Sciences,5,Arts,3700,3700
Callanish Stones,5,Arts,3700,3700
Calouste Gulbenkian Museum,5,Arts,3700,3700
Canada Science and Technology Museum,5,Arts,3700,3700
Canadian Museum of History,5,Arts,3700,3700
Canadian literature,5,Arts,3700,3700
Canon (fiction),5,Arts,3700,3700
"Capitalism, Socialism and Democracy",5,Arts,3700,3700
Capitalism and Freedom,5,Arts,3700,3700
Capitoline Hill,5,Arts,3700,3700
Carnac stones,5,Arts,3700,3700
Cathedral-Basilica of Our Lady of the Pillar,5,Arts,3700,3700
Catherine Palace,5,Arts,3700,3700
Chapter (books),5,Arts,3700,3700
Chapultepec Castle,5,Arts,3700,3700
Character arc,5,Arts,3700,3700
Characterization,5,Arts,3700,3700
Chartres Cathedral,5,Arts,3700,3700
Chichen Itza,5,Arts,3700,3700
Chichu Art Museum,5,Arts,3700,3700
Chilean National Museum of Fine Arts,5,Arts,3700,3700
Chinese classics,5,Arts,3700,3700
Chivalric romance,5,Arts,3700,3700
Chogha Zanbil,5,Arts,3700,3700
Christ the Redeemer (statue),5,Arts,3700,3700
Chrysler Building,5,Arts,3700,3700
Church architecture,5,Arts,3700,3700
Church of the Holy Sepulchre,5,Arts,3700,3700
Citation,5,Arts,3700,3700
Classic book,5,Arts,3700,3700
Classic of Mountains and Seas,5,Arts,3700,3700
Classical Gardens of Suzhou,5,Arts,3700,3700
Classical architecture,5,Arts,3700,3700
Cluny Abbey,5,Arts,3700,3700
Codex Regius,5,Arts,3700,3700
Cologne Cathedral,5,Arts,3700,3700
Colonial Revival architecture,5,Arts,3700,3700
Colonial architecture,5,Arts,3700,3700
Coloring book,5,Arts,3700,3700
Colossus of Rhodes,5,Arts,3700,3700
Coming of Age in Samoa,5,Arts,3700,3700
Common Sense,5,Arts,3700,3700
"Concertgebouw, Amsterdam",5,Arts,3700,3700
Confessions (Augustine),5,Arts,3700,3700
Confessions (Rousseau),5,Arts,3700,3700
Confessions of an English Opium-Eater,5,Arts,3700,3700
Continuity (fiction),5,Arts,3700,3700
Cookbook,5,Arts,3700,3700
Crime fiction,5,Arts,3700,3700
Crito,5,Arts,3700,3700
Cyberpunk,5,Arts,3700,3700
Cyberspace,5,Arts,3700,3700
Cyropaedia,5,Arts,3700,3700
Czech literature,5,Arts,3700,3700
Danish literature,5,Arts,3700,3700
De Officiis,5,Arts,3700,3700
De Oratore,5,Arts,3700,3700
De Young Museum,5,Arts,3700,3700
Democracy in America,5,Arts,3700,3700
Deus ex machina,5,Arts,3700,3700
Deutsches Museum,5,Arts,3700,3700
Dialogue Concerning the Two Chief World Systems,5,Arts,3700,3700
Discourses of Epictetus,5,Arts,3700,3700
Doctrine of the Mean,5,Arts,3700,3700
Doge's Palace,5,Arts,3700,3700
Dome of the Rock,5,Arts,3700,3700
Domesday Book,5,Arts,3700,3700
Douay–Rheims Bible,5,Arts,3700,3700
Dresden Codex,5,Arts,3700,3700
Dutch-language literature,5,Arts,3700,3700
Dystopia,5,Arts,3700,3700
Early modern literature,5,Arts,3700,3700
Ecclesiastical History of the English People,5,Arts,3700,3700
Egyptian Museum,5,Arts,3700,3700
Egyptian Museum of Berlin,5,Arts,3700,3700
Egyptian literature,5,Arts,3700,3700
Ekistics,5,Arts,3700,3700
El Escorial,5,Arts,3700,3700
Electronic literature,5,Arts,3700,3700
Ellora Caves,5,Arts,3700,3700
Elmina Castle,5,Arts,3700,3700
Epic (genre),5,Arts,3700,3700
Epilogue,5,Arts,3700,3700
Epistulae Morales ad Lucilium,5,Arts,3700,3700
Erotic literature,5,Arts,3700,3700
Essays (Montaigne),5,Arts,3700,3700
Etchmiadzin Cathedral,5,Arts,3700,3700
Exhibit design,5,Arts,3700,3700
Exhibition,5,Arts,3700,3700
Expressionist architecture,5,Arts,3700,3700
Fan fiction,5,Arts,3700,3700
Fantasy literature,5,Arts,3700,3700
Fear and Trembling,5,Arts,3700,3700
Femme fatale,5,Arts,3700,3700
Field Museum of Natural History,5,Arts,3700,3700
Finnish literature,5,Arts,3700,3700
First-person narrative,5,Arts,3700,3700
Flatiron Building,5,Arts,3700,3700
Floor plan,5,Arts,3700,3700
Flying buttress,5,Arts,3700,3700
Foreshadowing,5,Arts,3700,3700
Fortifications of Xi'an,5,Arts,3700,3700
Foundations of Geopolitics,5,Arts,3700,3700
French Renaissance architecture,5,Arts,3700,3700
French architecture,5,Arts,3700,3700
Frida Kahlo Museum,5,Arts,3700,3700
Gate,5,Arts,3700,3700
Gateway Arch,5,Arts,3700,3700
"Gemäldegalerie, Berlin",5,Arts,3700,3700
Geneva Bible,5,Arts,3700,3700
Genre fiction,5,Arts,3700,3700
Geographia Generalis,5,Arts,3700,3700
Georgian architecture,5,Arts,3700,3700
Gesta Danorum,5,Arts,3700,3700
Getty Center,5,Arts,3700,3700
Giza pyramid complex,5,Arts,3700,3700
Glossary,5,Arts,3700,3700
Gorgias (dialogue),5,Arts,3700,3700
Gothic Bible,5,Arts,3700,3700
Gothic Revival architecture,5,Arts,3700,3700
Gothic fiction,5,Arts,3700,3700
Grand Central Terminal,5,Arts,3700,3700
Great Learning,5,Arts,3700,3700
Great Mosque of Djenné,5,Arts,3700,3700
Greek literature,5,Arts,3700,3700
Guard rail,5,Arts,3700,3700
Guggenheim Museum Bilbao,5,Arts,3700,3700
Guide book,5,Arts,3700,3700
"Guns, Germs, and Steel",5,Arts,3700,3700
"Gödel, Escher, Bach",5,Arts,3700,3700
Hadrian's Wall,5,Arts,3700,3700
Hallway,5,Arts,3700,3700
Handrail,5,Arts,3700,3700
Hanging Gardens of Babylon,5,Arts,3700,3700
Hawa Mahal,5,Arts,3700,3700
Hebrew literature,5,Arts,3700,3700
Heimskringla,5,Arts,3700,3700
Hero,5,Arts,3700,3700
Hero's journey,5,Arts,3700,3700
Himeji Castle,5,Arts,3700,3700
Hindu temple architecture,5,Arts,3700,3700
Hiroshima (book),5,Arts,3700,3700
Hiroshima Peace Memorial Museum,5,Arts,3700,3700
Historic house museum,5,Arts,3700,3700
Historical fiction,5,Arts,3700,3700
Histories (Polybius),5,Arts,3700,3700
Histories (Tacitus),5,Arts,3700,3700
History of the Communist Party of the Soviet Union (Bolsheviks),5,Arts,3700,3700
Holdout (real estate),5,Arts,3700,3700
Hollywood Sign,5,Arts,3700,3700
Hollywood Walk of Fame,5,Arts,3700,3700
How to Win Friends and Influence People,5,Arts,3700,3700
Hungarian Parliament Building,5,Arts,3700,3700
Huolongjing,5,Arts,3700,3700
Hōryū-ji,5,Arts,3700,3700
Icelandic literature,5,Arts,3700,3700
Imperial War Museum,5,Arts,3700,3700
In Cold Blood,5,Arts,3700,3700
In Praise of Folly,5,Arts,3700,3700
Indonesian literature,5,Arts,3700,3700
Institutes of the Christian Religion,5,Arts,3700,3700
Instruction of Amenemope,5,Arts,3700,3700
Instructions of Shuruppak,5,Arts,3700,3700
Irish literature,5,Arts,3700,3700
Irony,5,Arts,3700,3700
Isekai,5,Arts,3700,3700
Ishtar Gate,5,Arts,3700,3700
Islamic literature,5,Arts,3700,3700
Israel Museum,5,Arts,3700,3700
Italian architecture,5,Arts,3700,3700
Itsukushima Shrine,5,Arts,3700,3700
J. Paul Getty Museum,5,Arts,3700,3700
Japanese architecture,5,Arts,3700,3700
Jatiya Sangsad Bhaban,5,Arts,3700,3700
Jefferson Memorial,5,Arts,3700,3700
Jewish Museum Berlin,5,Arts,3700,3700
Kaiju,5,Arts,3700,3700
Kama Sutra,5,Arts,3700,3700
Karnak,5,Arts,3700,3700
Khajuraho Group of Monuments,5,Arts,3700,3700
Khmer architecture,5,Arts,3700,3700
"King's College Chapel, Cambridge",5,Arts,3700,3700
Kiyomizu-dera,5,Arts,3700,3700
Konzerthaus Berlin,5,Arts,3700,3700
Korean architecture,5,Arts,3700,3700
Korean literature,5,Arts,3700,3700
Krak des Chevaliers,5,Arts,3700,3700
Kremlin Armoury,5,Arts,3700,3700
Kunsthaus Zürich,5,Arts,3700,3700
Kunsthistorisches Museum,5,Arts,3700,3700
Kunstkamera,5,Arts,3700,3700
Kyoto National Museum,5,Arts,3700,3700
La Scala,5,Arts,3700,3700
Lexicon,5,Arts,3700,3700
Life of Samuel Johnson,5,Arts,3700,3700
Light novel,5,Arts,3700,3700
Lighthouse of Alexandria,5,Arts,3700,3700
Limerick (poetry),5,Arts,3700,3700
Lincoln Memorial,5,Arts,3700,3700
List of literary movements,5,Arts,3700,3700
Literary genre,5,Arts,3700,3700
Literary modernism,5,Arts,3700,3700
Literary realism,5,Arts,3700,3700
Literary theory,5,Arts,3700,3700
"Lives of the Most Excellent Painters, Sculptors, and Architects",5,Arts,3700,3700
Living museum,5,Arts,3700,3700
London Eye,5,Arts,3700,3700
Lovecraftian horror,5,Arts,3700,3700
Loyalist Teaching,5,Arts,3700,3700
Luther Bible,5,Arts,3700,3700
Luxor Temple,5,Arts,3700,3700
MALBA,5,Arts,3700,3700
Magical realism,5,Arts,3700,3700
Malleus Maleficarum,5,Arts,3700,3700
Man's Search for Meaning,5,Arts,3700,3700
Mandeville's Travels,5,Arts,3700,3700
Marine architecture,5,Arts,3700,3700
Maritime museum,5,Arts,3700,3700
Masada,5,Arts,3700,3700
Masjid al-Haram,5,Arts,3700,3700
Masterpiece,5,Arts,3700,3700
Mausoleum at Halicarnassus,5,Arts,3700,3700
Maya architecture,5,Arts,3700,3700
Mecha,5,Arts,3700,3700
Medieval architecture,5,Arts,3700,3700
Medieval literature,5,Arts,3700,3700
Meditations,5,Arts,3700,3700
Meiji Shrine,5,Arts,3700,3700
Memoir,5,Arts,3700,3700
Mencius (book),5,Arts,3700,3700
Mere Christianity,5,Arts,3700,3700
Mexico City Metropolitan Cathedral,5,Arts,3700,3700
Milan Cathedral,5,Arts,3700,3700
Military science fiction,5,Arts,3700,3700
Ming tombs,5,Arts,3700,3700
Mogao Caves,5,Arts,3700,3700
Mont-Saint-Michel,5,Arts,3700,3700
Montreal Museum of Fine Arts,5,Arts,3700,3700
Mosque–Cathedral of Córdoba,5,Arts,3700,3700
Motif (narrative),5,Arts,3700,3700
Mount Athos,5,Arts,3700,3700
Mount Rushmore,5,Arts,3700,3700
Mus'art Gallery,5,Arts,3700,3700
Museo Nacional de Arte,5,Arts,3700,3700
Museo Nacional de Bellas Artes (Buenos Aires),5,Arts,3700,3700
Museo Soumaya,5,Arts,3700,3700
Museology,5,Arts,3700,3700
"Museum of Fine Arts, Boston",5,Arts,3700,3700
Museum of Fine Arts (Budapest),5,Arts,3700,3700
"Museum of Islamic Art, Doha",5,Arts,3700,3700
Museum of Mexico City,5,Arts,3700,3700
Museum of Science and Industry (Chicago),5,Arts,3700,3700
Music venue,5,Arts,3700,3700
Musikverein,5,Arts,3700,3700
Musée d'Orsay,5,Arts,3700,3700
Musée des Arts et Métiers,5,Arts,3700,3700
Mystery fiction,5,Arts,3700,3700
Mythology (book),5,Arts,3700,3700
Nag Hammadi library,5,Arts,3700,3700
Nan Madol,5,Arts,3700,3700
Naqsh-e Jahan Square,5,Arts,3700,3700
Narration,5,Arts,3700,3700
National Congress Palace,5,Arts,3700,3700
National Maritime Museum,5,Arts,3700,3700
National Museum (Prague),5,Arts,3700,3700
National Museum of American History,5,Arts,3700,3700
National Museum of Anthropology (Mexico),5,Arts,3700,3700
National Museum of Australia,5,Arts,3700,3700
National Museum of Ghana,5,Arts,3700,3700
National Museum of India,5,Arts,3700,3700
